date,location,month,plot,trtcode,damage,quadrat,kdr_insects.tested,kdr_percent,kdr_prop_ddpcr,R,kdr_prop,alleles_screened,year,years,days,days_s,resid
2017-08-09,Tintinara,August,L2,1,2,1,50,52,0.52,0.524211815120906,0.524211815120906,100,2017,0,44,-0.8267592395359354,-0.020961711578351954
2019-06-06,Tintinara,June,C2,1,2,1,50,28,0.28,0.2524550773088174,0.2524550773088174,100,2019,2,710,1.2068746319737882,-0.021057690190133024
2019-09-07,Tintinara,September,K1,1,0.5,1,50,27,0.27,0.24121195627523018,0.24121195627523018,100,2019,2,803,1.4908505329503714,-0.021132379890091365
2019-06-06,Tintinara,June,G3,1,2,1,50,33,0.33,0.3093672179298895,0.3093672179298895,100,2019,2,710,1.2068746319737882,-0.021299135943165116
2019-09-07,Tintinara,September,M3,1,0.5,1,40,33,0.33,0.3097337735612488,0.3097337735612488,80,2019,2,803,1.4908505329503714,-0.021622727441700084
2018-06-02,Tintinara,June,K1,1,3,1,50,34.22,0.3422,0.3238819367442843,0.3238819367442843,100,2018,1,341,0.08013154100218457,-0.021912578733681447
2017-08-09,Tintinara,August,D1,1,3,1,50,49,0.49,0.49357185147593674,0.49357185147593674,100,2017,0,44,-0.8267592395359354,-0.02391307038256423
2017-08-09,Tintinara,August,A3,1,2,1,50,41,0.41,0.4032349726775956,0.4032349726775956,100,2017,0,44,-0.8267592395359354,-0.02416461344322678
2018-06-02,Tintinara,June,E3,1,2,1,38,32.02,0.32020000000000004,0.3015278805554346,0.3015278805554346,76,2018,1,341,0.08013154100218457,-0.02417865045201552
2020-06-06,Tintinara,June,M3,1,0.5,1,50,36,0.36,0.3486573047548657,0.3486573047548657,100,2020,3,1076,2.3244572100106633,-0.02598401590563274
2017-07-31,Arthur River,August,2,NA,NA,3,11,90.62,0.9062,0.9683570256971022,0.9683570256971022,22,2017,0,-1,-0.9641669335568628,-0.026848483576713118
2018-10-11,Arthur River,October,4,NA,NA,1,50,73.94,0.7394,0.7800695432274379,0.7800695432274379,100,2018,1,436,0.37021445060191993,-0.02743025257641854
2017-08-09,Tintinara,August,M3,1,2,1,50,43,0.43,0.42963322626428624,0.42963322626428624,100,2017,0,44,-0.8267592395359354,-0.027468717120877468
2019-07-05,Arthur River,July,6,NA,NA,1,10,87,0.87,0.9288387451843698,0.9288387451843698,20,2019,2,703,1.1855001017927551,-0.02816215660031363
2017-07-31,Arthur River,August,7,NA,NA,3,11,77.4,0.774,0.8206944296517201,0.8206944296517201,22,2017,0,-1,-0.9641669335568628,-0.02869347974086901
2017-08-09,Tintinara,August,N1,1,2,1,50,40,0.4,0.3970458703164171,0.3970458703164171,100,2017,0,44,-0.8267592395359354,-0.02870093825642515
2017-07-31,Arthur River,August,1,NA,NA,2,18,92.2,0.922,0.9888361911711054,0.9888361911711054,36,2017,0,-1,-0.9641669335568628,-0.029127277837502862
2017-09-18,Tintinara,September,I1,1,3,1,50,54,0.54,0.5571173259914022,0.5571173259914022,100,2017,0,84,-0.704619067072889,-0.030010354299123642
2017-10-18,Tintinara,October,A3,1,1,1,49,17.74102,0.1774102,0.1474799753542822,0.1474799753542822,98,2017,0,114,-0.6130139377256042,-0.030976562112003083
2018-06-02,Tintinara,June,D1,1,2,1,39,21.53,0.21530000000000002,0.1904077600143704,0.1904077600143704,78,2018,1,341,0.08013154100218457,-0.03098296388479516
2017-09-18,Tintinara,September,N1,1,3,1,36,33,0.33,0.32043301759133963,0.32043301759133963,72,2017,0,84,-0.704619067072889,-0.03106790878034105
2017-07-31,Arthur River,August,5,NA,NA,2,27,72.06,0.7206,0.7629055813067497,0.7629055813067497,54,2017,0,-1,-0.9641669335568628,-0.03107808552849552
2019-09-07,Tintinara,September,L2,1,0.5,1,50,19,0.19,0.16189790654429848,0.16189790654429848,100,2019,2,803,1.4908505329503714,-0.03111476179448115
2017-08-09,Tintinara,August,K1,1,2,1,50,40,0.4,0.4001964373409527,0.4001964373409527,100,2017,0,44,-0.8267592395359354,-0.031482226054197614
2017-09-18,Tintinara,September,K1,1,1,1,50,53,0.53,0.5479351707719073,0.5479351707719073,100,2017,0,84,-0.704619067072889,-0.03190444318206119
2019-06-06,Tintinara,June,I1,1,2,1,50,36,0.36,0.35754074685372395,0.35754074685372395,100,2019,2,710,1.2068746319737882,-0.03382622618694368
2018-06-02,Tintinara,June,N1,1,1,1,43,52.19,0.5219,0.5415430267062314,0.5415430267062314,86,2018,1,341,0.08013154100218457,-0.03436152489052334
2017-09-18,Tintinara,September,L2,1,2,1,50,42,0.42,0.42626728110599077,0.42626728110599077,100,2017,0,84,-0.704619067072889,-0.03449729574693659
2017-09-18,Tintinara,September,D2,1,2,1,50,34,0.34,0.335967714814192,0.335967714814192,100,2017,0,84,-0.704619067072889,-0.034781777900258395
2019-07-05,Arthur River,July,8,NA,NA,1,15,76,0.76,0.8119378577269011,0.8119378577269011,30,2019,2,703,1.1855001017927551,-0.03496326912952492
2017-08-09,Tintinara,August,I1,1,2,1,50,48,0.48,0.4951843523272095,0.4951843523272095,100,2017,0,44,-0.8267592395359354,-0.035336569361197646
2020-06-06,Tintinara,June,I3,1,0.5,1,50,38,0.38,0.3835769208193931,0.3835769208193931,100,2020,3,1076,2.3244572100106633,-0.03681068974142716
2017-07-31,Arthur River,August,2,NA,NA,2,8,74.13,0.7413,0.7943664043539016,0.7943664043539016,16,2017,0,-1,-0.9641669335568628,-0.03815137286613584
2017-09-18,Tintinara,September,M3,1,1,1,50,54,0.54,0.5667173430008187,0.5667173430008187,100,2017,0,84,-0.704619067072889,-0.03848514945782483
2017-08-09,Tintinara,August,C2,1,3,1,50,31,0.31,0.3065844840870029,0.3065844840870029,100,2017,0,44,-0.8267592395359354,-0.03884256745203461
2018-06-02,Tintinara,June,G3,1,0,1,38,26.44,0.2644,0.256193876447041,0.256193876447041,76,2018,1,341,0.08013154100218457,-0.03995826317921146
2017-07-31,Arthur River,August,2,NA,NA,2,8,74.13,0.7413,0.7976243128830479,0.7976243128830479,16,2017,0,-1,-0.9641669335568628,-0.04102742062763647
2017-07-31,Arthur River,August,12,NA,NA,1,7,17.03,0.1703,0.1510198034470838,0.1510198034470838,14,2017,0,-1,-0.9641669335568628,-0.041211685531834935
2019-06-06,Tintinara,June,A3,1,2,1,50,26,0.26,0.25282824015396893,0.25282824015396893,100,2019,2,710,1.2068746319737882,-0.04138711446827707
2017-08-09,Tintinara,August,E3,1,2,1,50,27,0.27,0.265195857721747,0.265195857721747,100,2017,0,44,-0.8267592395359354,-0.04230511861194306
2019-09-07,Tintinara,September,C2,1,0.5,1,50,26,0.26,0.2543324212446503,0.2543324212446503,100,2019,2,803,1.4908505329503714,-0.04271498988897809
2017-09-18,Tintinara,September,I3,1,2,1,50,27,0.27,0.26945859740690115,0.26945859740690115,100,2017,0,84,-0.704619067072889,-0.04606822086594036
2020-06-06,Tintinara,June,D2,1,0.5,1,50,24,0.24,0.23590633130962707,0.23590633130962707,100,2020,3,1076,2.3244572100106633,-0.04644862935837119
2020-06-06,Tintinara,June,N1,1,0.5,1,50,21,0.21,0.20275132275132274,0.20275132275132274,100,2020,3,1076,2.3244572100106633,-0.04717973267402112
2020-06-06,Tintinara,June,K1,1,0.5,1,50,29,0.29,0.2934082121156325,0.2934082121156325,100,2020,3,1076,2.3244572100106633,-0.047210691612318036
2017-10-18,Tintinara,October,E3,1,4,1,18,25.11246,0.2511246,0.2509619857076409,0.2509619857076409,36,2017,0,114,-0.6130139377256042,-0.0486150044554165
2017-09-18,Tintinara,September,C2,1,2,1,50,37,0.37,0.3862929271978429,0.3862929271978429,100,2017,0,84,-0.704619067072889,-0.049208351921036925
2017-07-31,Arthur River,August,3,NA,NA,2,6,60.6,0.606,0.657764460656592,0.657764460656592,12,2017,0,-1,-0.9641669335568628,-0.05286059787275911
2020-06-06,Tintinara,June,C2,1,0.5,1,50,28,0.28,0.2901806755695208,0.2901806755695208,100,2020,3,1076,2.3244572100106633,-0.05436145592151779
2019-09-07,Tintinara,September,I3,1,0.5,1,50,19,0.19,0.1884779176037131,0.1884779176037131,100,2019,2,803,1.4908505329503714,-0.0545793190784524
2020-06-06,Tintinara,June,G3,1,0.5,1,50,20,0.2,0.2018970189701897,0.2018970189701897,100,2020,3,1076,2.3244572100106633,-0.05642556218231211
2020-06-06,Tintinara,June,L2,1,0.5,1,50,22,0.22,0.22501026272577998,0.22501026272577998,100,2020,3,1076,2.3244572100106633,-0.05682969335099882
2020-06-06,Tintinara,June,D1,1,1,1,50,28,0.28,0.2936126373626374,0.2936126373626374,100,2020,3,1076,2.3244572100106633,-0.05739115609398857
2020-06-06,Tintinara,June,I1,1,0.5,1,50,28,0.28,0.29374037968188815,0.29374037968188815,100,2020,3,1076,2.3244572100106633,-0.057503925684676355
2017-07-31,Arthur River,August,11,NA,NA,1,10,11.52,0.1152,0.10899305904838548,0.10899305904838548,20,2017,0,-1,-0.9641669335568628,-0.059210912729380255
2020-06-06,Tintinara,June,A3,1,0.5,1,50,19,0.19,0.19686713286713287,0.19686713286713287,100,2020,3,1076,2.3244572100106633,-0.061985231050274335
2017-09-18,Tintinara,September,D1,1,2,1,50,27,0.27,0.28910690976462167,0.28910690976462167,100,2017,0,84,-0.704619067072889,-0.06341354663802257
2017-07-31,Arthur River,August,8,NA,NA,4,11,63.74,0.6374,0.7056792018419032,0.7056792018419032,22,2017,0,-1,-0.9641669335568628,-0.06375923299282112
2020-06-06,Tintinara,June,E3,1,0.5,1,50,11,0.11,0.11752846299810246,0.11752846299810246,100,2020,3,1076,2.3244572100106633,-0.07194587855284376
2017-07-31,Arthur River,August,10,NA,NA,1,4,49.41,0.4941,0.5567286564124552,0.5567286564124552,8,2017,0,-1,-0.9641669335568628,-0.07556724083768257
2017-07-31,Arthur River,August,2,NA,NA,1,11,52.92,0.5292,0.5996551228624802,0.5996551228624802,22,2017,0,-1,-0.9641669335568628,-0.07836227890834259
2017-09-18,Tintinara,September,A3,1,2,1,50,7,0.07,0.08246495239523202,0.08246495239523202,100,2017,0,84,-0.704619067072889,-0.0809921761153585
2017-07-31,Arthur River,August,2,NA,NA,1,11,52.92,0.5292,0.6123238665401183,0.6123238665401183,22,2017,0,-1,-0.9641669335568628,-0.08954611404954711
2018-10-11,Arthur River,October,12,NA,NA,1,50,60.4,0.604,0.6994077711974578,0.6994077711974578,100,2018,1,436,0.37021445060191993,-0.0916228792539117
2017-10-18,Tintinara,October,K1,1,2,1,43,39.97849,0.3997849,0.4684733140256516,0.4684733140256516,86,2017,0,114,-0.6130139377256042,-0.09197144259077819
2017-07-31,Arthur River,August,4,NA,NA,2,11,8.17,0.0817,0.10830351818723911,0.10830351818723911,22,2017,0,-1,-0.9641669335568628,-0.09210219322960872
2017-07-31,Arthur River,August,4,NA,NA,3,18,68.19,0.6819,0.7994436528936835,0.7994436528936835,36,2017,0,-1,-0.9641669335568628,-0.10203351506466113
2017-10-18,Tintinara,October,L2,1,3,1,18,46.40373,0.46403730000000004,0.5729157196108737,0.5729157196108737,36,2017,0,114,-0.6130139377256042,-0.11991971185506597
2018-09-22,Tintinara,September,K1,1,1,1,22,16.31,0.1631,0.24061943264355215,0.24061943264355215,44,2018,1,453,0.4221240238987147,-0.1275093061913432
2017-09-28,Arthur River,September,2,NA,NA,1,6,44.33,0.44329999999999997,0.5640637888369535,0.5640637888369535,12,2017,0,58,-0.7840101791738692,-0.13284261944363665
2019-07-05,Arthur River,July,10,NA,NA,1,20,59,0.59,0.7460684341717653,0.7460684341717653,40,2019,2,703,1.1855001017927551,-0.14681442717393822
2017-10-18,Tintinara,October,A3,1,1,1,49,17.74102,0.1774102,0.29393996601850103,0.29393996601850103,98,2017,0,114,-0.6130139377256042,-0.1602699184265861
2017-07-31,Arthur River,August,9,NA,NA,3,13,79.25,0.7925,1,1,26,2017,0,-1,-0.9641669335568628,-0.16848257214822956
2018-07-25,Arthur River,July,4,NA,0,1,40,71.62,0.7162000000000001,0.91366731517509725,0.91366731517509725,80,2018,1,358,0.13204111429897933,-0.1685689759979208
2017-10-18,Tintinara,October,I3,1,1,1,25,22.83813,0.2283813,0.37187625092926174,0.37187625092926174,50,2017,0,114,-0.6130139377256042,-0.17810016007014837
2018-10-11,Arthur River,October,1,NA,NA,1,18,35.53,0.3553,0.5275404232943341,0.5275404232943341,36,2018,1,436,0.37021445060191993,-0.1886001722504229
2017-10-18,Tintinara,October,E3,1,4,1,18,25.11246,0.2511246,0.46403997972043165,0.46403997972043165,36,2017,0,114,-0.6130139377256042,-0.23671804118067352
2017-07-31,Arthur River,August,10,NA,NA,2,15,56.39,0.5639,0.9713074418956772,0.9713074418956772,30,2017,0,-1,-0.9641669335568628,-0.3717530803072513
2017-06-27,Tintinara,June,D1,1,1,1,50,38.85796,0.38857959999999997,1,1,100,2017,0,1,-0.9580599249337104,-0.5724029721482295
2017-07-31,Arthur River,August,10,NA,NA,4,7,26.4,0.264,1,1,14,2017,0,-1,-0.9641669335568628,-0.6969825721482296
