term,estimate,std.error,statistic,p.value,conf.low,conf.high,MS_string
w_RR,0.8660486426258195,0.030832438122779873,28.08887961364166,5.685125080532235e-78,0.8066366705141839,0.9283657830755565,0.87 [0.81. 0.93]
h,0.6955748318262537,0.27285838920813227,2.5492154880958404,0.011417386875604124,0.06353818924288197,1.318388719399001,0.70 [0.06. 1.32]
initR_A,0.8383210901358628,0.017785242821428272,47.13576860057399,1.2557460645046023e-123,0.802971479509626,0.8733083909059709,0.84 [0.80. 0.87]
initR_T,0.4346370142654505,0.022175074773531343,19.600250222571642,8.519210775710797e-52,0.3903855958875627,0.4778377852631715,0.43 [0.39. 0.48]
